"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000006634",261.103747667675,1.36371987191808,0.325540632391795,4.18909265457473,2.80072037534918e-05,0.000513031585484501
"ENSG00000006638",23.0173400146645,0.575658528841207,0.548274297551179,1.0499462247498,0.293742837389065,0.526333756812588
"ENSG00000006652",584.451234746844,0.0344088830732538,0.296272472240854,0.116139318692022,0.907542127831102,0.958921857118892
"ENSG00000006659",1.90025276293431,1.16393715049358,2.30385602653111,0.505212624873136,0.613409503993926,NA
"ENSG00000006695",372.951350065722,-0.107631276953217,0.501272739474221,-0.214715998851465,0.829988748212857,0.921179524743134
"ENSG00000006704",657.693857305527,2.14431209516634,0.288559930422963,7.4310805801182,1.07714064524142e-13,1.69843536941667e-11
"ENSG00000006712",789.085638581892,0.130660113100879,0.337352788085345,0.387310014072935,0.698526712816252,0.844297633507594
"ENSG00000006715",949.61305372083,0.160072520450694,0.378452396575781,0.422966063629197,0.672320021286038,0.828105299888582
"ENSG00000006740",668.139603245845,-2.88514917847424,0.590257086564058,-4.88795347679596,1.01889599606133e-06,3.22350563119884e-05
"ENSG00000006744",870.290131976518,0.347152622519517,0.433094873989015,0.801562529064526,0.422806060182128,0.6494823042779
"ENSG00000006747",492.204757114385,-2.28632738337896,0.455057107946145,-5.02426474272223,5.05364853212674e-07,1.75378251739585e-05
"ENSG00000006756",1343.50845022124,-0.314507508729863,0.346556384805372,-0.907521899810019,0.364130873892395,0.596972068111988
"ENSG00000006757",262.20500083426,0.586661995048958,0.3475831779265,1.68783195593261,0.0914434914140602,0.253444978665715
"ENSG00000006788",0.960437536057923,0.583590922233729,2.07593284141825,0.281122255301393,0.778616631942867,NA
"ENSG00000006831",1845.60652737454,-0.391686694124965,0.257754530291467,-1.51961128940022,0.128608698854641,0.315511137132789
"ENSG00000006837",7.69304361213043,0.989807772259545,0.773561310750009,1.27954663515924,0.200704628260679,0.417347413836352
"ENSG00000007001",0.914364562688227,-1.13584805620828,2.51622360176103,-0.451409825189357,0.651694203321682,NA
"ENSG00000007038",3.95718815361362,-1.3166944001672,1.09177123652757,-1.20601675159991,0.227811031431438,0.451771348175234
"ENSG00000007047",257.107630382647,0.585197068272221,0.342328986519514,1.70945812746378,0.0873661216114688,0.246615194486424
"ENSG00000007062",1414.6302881015,-0.0795344509919485,0.68137968785754,-0.11672559721002,0.907077505289274,0.958838229606971
"ENSG00000007080",818.732535411065,1.0502425639656,0.347156799979812,3.02526859340411,0.00248412415296811,0.0185532728514594
"ENSG00000007129",18.392927803206,-1.60390299177084,0.674879088912154,-2.37657829101831,0.0174740527295272,0.0805647675686848
"ENSG00000007168",1504.89971550958,-0.74819865809665,0.314489206052042,-2.37909169439932,0.0173553581911596,0.0801673564442832
"ENSG00000007171",570.914647831395,-1.83806271819536,0.92860466662268,-1.97938130645021,NA,NA
"ENSG00000007174",8.19216008218037,-1.6164360725897,1.15847107391826,-1.39531845807982,0.162919828361782,0.366866008334865
"ENSG00000007202",2522.34968749188,0.0553147525807728,0.449735529473652,0.122993957460978,0.902111882884756,0.956094956022848
"ENSG00000007216",242.015638799556,-1.19438482556825,1.05906716835021,-1.12777060913788,0.259416808857147,0.488670515798739
"ENSG00000007237",398.083195057145,-1.10781881732167,0.538296235385909,-2.058009594898,0.039589212360311,0.144340247062843
"ENSG00000007255",412.035583147676,0.504538894326856,0.337503216954036,1.49491580815233,0.134936416081635,0.325090662959867
"ENSG00000007264",73.605085329641,0.0316525091554253,0.852193239685326,0.0371424081785876,0.97037145850415,0.98750212094543
"ENSG00000007306",16176.7014504106,-7.64121808431296,0.640922627258773,-11.9222161292611,9.06643136968329e-33,1.37461047920352e-29
"ENSG00000007312",70.9947200622202,-0.835799807309373,0.567304447563416,-1.47328266312586,0.140674833468646,0.334181145916236
"ENSG00000007314",2.68221313148421,0.838049289679118,1.31858777123179,0.635565798472582,0.525059467476004,NA
"ENSG00000007341",140.512599660231,-0.0542691100742971,0.281541638205383,-0.192756959220036,0.847149312827075,0.929240931530072
"ENSG00000007350",1.98576415991745,-0.309435105537945,2.15319418455987,-0.143709799959912,0.885729632284841,NA
"ENSG00000007372",33.5056020862916,-0.385742043023798,0.705647190063371,-0.546650009318618,0.58461920477714,0.775683593828462
"ENSG00000007376",372.719394990364,1.2576810768897,0.282088994312714,4.45845496366822,8.25525369153745e-06,0.000185743208059593
"ENSG00000007384",565.583729588819,0.918862919767112,0.262532002461793,3.50000347062769,0.00046525210059439,0.00500279263650596
"ENSG00000007392",467.742964861657,0.332680020009322,0.283812869195897,1.1721808843689,0.241124441361536,0.467725887140624
"ENSG00000007402",90.153588000278,-1.36834210154143,0.597724982219463,-2.28925031117242,0.0220648129234657,0.0953304390007692
"ENSG00000007516",108.793103335495,-0.521485969356855,0.599902401125191,-0.869284684273215,0.384691437913712,0.615343957253633
